split,symbol,direction,entry_time_utc,exit_time_utc,entry_date_et,entry_hour_et,entry_weekday_et,month,entry_type,entry_model,grade,score,exit_reason,qty,addon_qty,entry_price,exit_price,initial_stop,bars_held_15m,pnl_dollars,r_multiple,mfe_r,mae_r,excellent,never_worked,low_mfe_loss,right_then_lost,capture_ratio
train,QQQ,LONG,2021-08-23T15:00:00+00:00,2021-08-24T11:15:00+00:00,2021-08-23,11,0,2021-08,classic_38_62,structure_stop,a_plus,19.0,STOP,2371,474,372.864,374.09000000000003,371.8062452590822,81,2554.500000000085,1.5892194921046663,3.6248099615827534,0.29121819162046664,True,False,False,False,0.4384283614721535
train,QQQ,LONG,2021-10-07T14:00:00+00:00,2021-10-07T19:45:00+00:00,2021-10-07,10,3,2021-10,classic_38_62,structure_stop,valid,18.0,STOP,1315,0,364.65000000000003,362.81,362.8351494666402,23,-2432.7500000000414,-1.0193676922667092,0.573049945922877,1.1901806569167999,False,False,True,False,0.0
train,QQQ,LONG,2021-10-14T14:00:00+00:00,2021-10-14T19:30:00+00:00,2021-10-14,10,3,2021-10,classic_38_62,structure_stop,valid,18.0,STOP,2510,502,365.22764632627644,366.06,363.4743594634078,22,2613.4200000000355,0.8406467354451052,1.698636876329491,0.0,True,False,False,False,0.4948949049437931
train,QQQ,LONG,2021-12-07T16:30:00+00:00,2021-12-07T20:45:00+00:00,2021-12-07,11,1,2021-12,classic_38_62,structure_stop,valid,18.0,STOP,1754,0,397.52,396.0,396.0226402003825,17,-2683.619999999968,-1.0217985018636468,0.627771628595972,1.028476923444443,False,False,True,False,0.0
train,QQQ,LONG,2021-12-22T16:00:00+00:00,2021-12-22T19:15:00+00:00,2021-12-22,11,2,2021-12,classic_38_62,structure_stop,valid,18.0,STOP,1676,0,392.26,390.74,390.7611797114575,13,-2564.2799999999697,-1.0208028352003413,0.653847567644683,1.00078709333368,False,False,True,False,0.0
train,QQQ,LONG,2022-01-31T16:00:00+00:00,2022-02-01T09:45:00+00:00,2022-01-31,11,0,2022-01,classic_38_62,structure_stop,valid,18.0,STOP,1256,251,360.52592039800993,362.28000000000003,356.549149051495,71,3725.660000000047,1.3051401979375703,2.4175492845400184,0.6106612379633839,True,False,False,False,0.5398608443202416
train,QQQ,LONG,2022-03-16T14:00:00+00:00,2022-03-16T16:30:00+00:00,2022-03-16,10,2,2022-03,classic_38_62,structure_stop,valid,18.0,STOP,1595,0,335.3,335.90000000000003,333.69854911170086,10,1967.7900000000004,0.770379002531467,1.7858805542501024,0.0,True,False,False,False,0.43137207619966045
train,QQQ,LONG,2022-03-16T18:45:00+00:00,2022-03-17T08:00:00+00:00,2022-03-16,14,2,2022-03,classic_38_62,structure_stop,valid,15.0,STOP,906,0,335.51,340.12,333.6737098894365,53,4295.630000000012,2.5820067529137667,3.5397456875729825,0.7297321878996473,True,False,False,False,0.7294328408897965
train,QQQ,LONG,2022-06-24T14:00:00+00:00,2022-06-27T12:00:00+00:00,2022-06-24,10,4,2022-06,classic_38_62,structure_stop,valid,18.0,STOP,2280,456,292.415257819104,295.83,289.4544493588361,280,8096.489999999949,2.042688305322425,3.3330692605318957,0.24759360047779216,True,False,False,False,0.6128550431011597
train,QQQ,LONG,2022-09-09T19:30:00+00:00,2022-09-12T12:00:00+00:00,2022-09-09,15,4,2022-09,classic_38_62,structure_stop,valid,17.0,STOP,3074,0,307.35,308.27,306.32636701226414,258,4820.839999999925,1.53205579391883,2.237129935666781,0.732684476746774,True,False,False,False,0.6848309387367782
