category,name,thesis,score,rejected,reject_reason,smoke_promotable,objective,net_return_pct,delta_net_return_pct,avg_r,delta_avg_r,total_r,delta_total_r,total_trades,delta_total_trades,trades_per_month,delta_trades_per_month,dollar_profit_factor,delta_dollar_profit_factor,profit_factor,delta_profit_factor,max_dd_pct,delta_max_dd_pct,mfe_capture,delta_mfe_capture,avg_mfe_r,delta_avg_mfe_r,avg_mae_r,delta_avg_mae_r,never_worked_rate,delta_never_worked_rate,low_mfe_loss_rate,delta_low_mfe_loss_rate,right_then_lost_rate,delta_right_then_lost_rate,excellent_trades,delta_excellent_trades,excellent_rate,delta_excellent_rate,two_r_plus_rate,delta_two_r_plus_rate,top5_winner_share,delta_top5_winner_share,dollar_top5_winner_share,delta_dollar_top5_winner_share,gld_trade_count,delta_gld_trade_count,qqq_trade_count,delta_qqq_trade_count,gld_excellent_rate,delta_gld_excellent_rate,qqq_excellent_rate,delta_qqq_excellent_rate,additive_trade_count,delta_additive_trade_count,additive_avg_r,delta_additive_avg_r,additive_total_r,delta_additive_total_r,pb30_plain_trade_count,delta_pb30_plain_trade_count,pb30_plain_avg_r,delta_pb30_plain_avg_r,delta_score,delta_objective
baseline,round8_optimized_config,Latest optimized round-8 train-only baseline.,65.19370302536512,False,,False,153.79931919720067,133.0099349999961,0.0,0.6808986501547853,0.0,86.47412856965774,0.0,127.0,0.0,2.2975538178643733,0.0,2.082265699654456,0.0,2.3437155111274803,0.0,13.68037642663078,0.0,0.33794947299275,0.0,2.9611319273991152,0.0,0.9320203625998716,0.0,0.23622047244094488,0.0,0.33070866141732286,0.0,0.07086614173228346,0.0,71.0,0.0,0.5590551181102362,0.0,0.3779527559055118,0.0,0.34439272309658026,0.0,0.240186866092931,0.0,94.0,0.0,33.0,0.0,0.48936170212765956,0.0,0.7575757575757576,0.0,6.0,0.0,0.7014278600380983,0.0,4.20856716022859,0.0,6.0,0.0,0.7014278600380983,0.0,,
entry,entry_market_next_bar,Test simple next-bar market entries against structure-stop baseline.,0.0,True,max_dd_pct,False,112.74651486911193,103.6592099999979,-29.350724999998192,0.6176080662599506,-0.06329058389483477,80.90665668005353,-5.567471889604207,131.0,4.0,2.369917717639629,0.07236389977525581,1.771623296084797,-0.3106424035696591,2.072862404063625,-0.27085310706385535,20.02493165947911,6.344555232848329,0.309890815371913,-0.028058657620837035,2.995239101872425,0.03410717447330969,1.0301893717274175,0.09816900912754589,0.26717557251908397,0.03095510007813909,0.3511450381679389,0.020436376750616048,0.07633587786259542,0.0054697361303119585,70.0,-1.0,0.5343511450381679,-0.024703973072068286,0.4122137404580153,0.03426098455250348,0.33232186492752797,-0.01207085816905229,0.22206754794728628,-0.018119318145644714,94.0,0.0,37.0,4.0,0.48936170212765956,0.0,0.6486486486486487,-0.10892710892710888,6.0,0.0,0.7130966670345931,0.011668806996494752,4.278580002207558,0.07001284197896851,6.0,0.0,0.7130966670345931,0.011668806996494752,-65.19370302536512,-41.05280432808874
entry,entry_structure_stop_market,Use stop trigger without limit cap.,0.0,True,min_return_pct,False,68.78085103482452,59.982590000000926,-73.02734499999517,0.23123842169794517,-0.44966022845684017,23.355080591492463,-63.11904797816527,101.0,-26.0,1.8271884693252103,-0.470365348539163,1.5061630581392405,-0.5761026415152157,1.432094764003271,-0.9116207471242093,9.437756217139297,-4.242620209491482,0.4743454057214717,0.1363959327287217,1.8139650395879583,-1.147166887811157,0.8860546991700553,-0.04596566342981634,0.2871287128712871,0.05090824043034223,0.45544554455445546,0.1247368831371326,0.009900990099009901,-0.06096515163327356,51.0,-20.0,0.504950495049505,-0.05410462306073127,0.297029702970297,-0.08092305293521479,0.23359787407490026,-0.11079484902167999,0.22646312699289647,-0.013723739100034521,68.0,-26.0,33.0,0.0,0.38235294117647056,-0.107008760951189,0.7575757575757576,0.0,8.0,2.0,0.4015781751036629,-0.2998496849344354,3.212625400829303,-0.9959417593992868,8.0,2.0,0.4015781751036629,-0.2998496849344354,-65.19370302536512,-85.01846816237615
entry,entry_adaptive_structure_stop,Adapt stop-limit width to signal bar range.,0.0,True,min_valid_trades,False,91.18361551301983,79.83479000000018,-53.17514499999591,0.4184089156515922,-0.26248973450319313,31.79907758952101,-54.67505098013673,76.0,-51.0,1.3749140957298611,-0.9226397221345122,1.9534067287870525,-0.12885897086740372,2.035167509434271,-0.3085480016932092,8.574195251958141,-5.106181174672638,0.4841508515130721,0.14620137852032206,1.8848025256073764,-1.0763294017917389,0.7011226849201789,-0.23089767767969271,0.2236842105263158,-0.012536261914629088,0.3815789473684211,0.050870285951098215,0.013157894736842105,-0.05770824699544136,45.0,-26.0,0.5921052631578947,0.033050145047658464,0.32894736842105265,-0.04900538748445915,0.2507546647992875,-0.09363805829729277,0.2533479471591349,0.013161081066203895,43.0,-51.0,33.0,0.0,0.46511627906976744,-0.024245423057892124,0.7575757575757576,0.0,8.0,2.0,0.6017693363219678,-0.09965852371613049,4.814154690575743,0.6055875303471527,8.0,2.0,0.6017693363219678,-0.09965852371613049,-65.19370302536512,-62.61570368418084
entry,entry_vwap_retest_limit,Try confirmation-filtered VWAP retest entries.,0.0,True,min_valid_trades,False,45.32855672254526,33.13584185599137,-99.87409314400472,0.6402898947922633,-0.040608755362522064,23.69072610731374,-62.783402462344,37.0,-90.0,0.6693660729211166,-1.6281877449432567,2.0839083317567173,0.0016426321022611212,2.306456938507251,-0.03725857262022947,4.952649086748029,-8.727727339882751,0.25113813739686425,-0.08681133559588577,3.0496974831406805,0.08856555574156522,0.8181754241557225,-0.11384493844414911,0.2702702702702703,0.03404979782932541,0.32432432432432434,-0.0063843370929985155,0.08108108108108109,0.010214939348797622,21.0,-50.0,0.5675675675675675,0.008512449457331317,0.43243243243243246,0.05447967652692065,0.5168435061977175,0.1724507831011372,0.4506688290687181,0.21048196297578708,24.0,-70.0,13.0,-20.0,0.5416666666666666,0.05230496453900707,0.6153846153846154,-0.14219114219114215,1.0,-5.0,-1.078257616793114,-1.7796854768312123,-1.078257616793114,-5.286824777021704,1.0,-5.0,-1.078257616793114,-1.7796854768312123,-65.19370302536512,-108.47076247465542
entry,entry_midpoint_retest_limit,Try confirmation-bar midpoint retest entries.,0.0,True,min_return_pct,False,10.581603624446606,11.502499999999491,-121.5074349999966,0.12180805991821855,-0.5590905902365668,12.058997931903637,-74.4151306377541,99.0,-28.0,1.7910065194375824,-0.5065472984267909,1.134524973343527,-0.9477407263109292,1.1831214176558618,-1.1605940934716186,12.1108323381157,-1.5695440885150802,0.2211595181986181,-0.11678995479413193,2.456071274646617,-0.5050606527524981,1.0832001991690905,0.15117983656921885,0.2828282828282828,0.04660781038733794,0.3939393939393939,0.06323073252207106,0.10101010101010101,0.030143959277817545,46.0,-25.0,0.46464646464646464,-0.09440865346377159,0.3333333333333333,-0.04461942257217849,0.30221369328617703,-0.042179029810403224,0.26908909835128697,0.028902232258355975,69.0,-25.0,30.0,-3.0,0.43478260869565216,-0.0545790934320074,0.5333333333333333,-0.22424242424242424,6.0,0.0,-0.1868806633187651,-0.8883085233568634,-1.1212839799125907,-5.32985114014118,6.0,0.0,-0.1868806633187651,-0.8883085233568634,-65.19370302536512,-143.21771557275406
entry,gld_structure_stop,Check whether GLD should also require structure-stop activation.,0.0,True,min_valid_trades,False,103.87423352544847,88.98404000000065,-44.025894999995444,0.5573733932839188,-0.12352525687086657,35.6718971701708,-50.802231399486935,64.0,-63.0,1.1578223964040937,-1.1397314214602796,2.281156807020736,0.19889110736628002,2.537946404073702,0.19423089294622153,7.698440797831141,-5.981935628799638,0.48548530954657837,0.14753583655382835,2.063516297257986,-0.8976156301411291,0.6614086333820286,-0.27061172921784304,0.171875,-0.06434547244094488,0.328125,-0.002583661417322858,0.015625,-0.055241141732283464,41.0,-30.0,0.640625,0.08156988188976377,0.34375,-0.034202755905511806,0.285499393396734,-0.05889332969984623,0.26900124053230196,0.02881437443937096,31.0,-63.0,33.0,0.0,0.5161290322580645,0.026767330130404943,0.7575757575757576,0.0,6.0,0.0,1.1559639237080488,0.4545360636699505,6.935783542248293,2.7272163820197033,6.0,0.0,1.1559639237080488,0.4545360636699505,-65.19370302536512,-49.9250856717522
entry,qqq_market_next_bar,Check whether QQQ structure-stop is too selective.,0.0,True,max_dd_pct,False,112.74651486911193,103.6592099999979,-29.350724999998192,0.6176080662599506,-0.06329058389483477,80.90665668005353,-5.567471889604207,131.0,4.0,2.369917717639629,0.07236389977525581,1.771623296084797,-0.3106424035696591,2.072862404063625,-0.27085310706385535,20.02493165947911,6.344555232848329,0.309890815371913,-0.028058657620837035,2.995239101872425,0.03410717447330969,1.0301893717274175,0.09816900912754589,0.26717557251908397,0.03095510007813909,0.3511450381679389,0.020436376750616048,0.07633587786259542,0.0054697361303119585,70.0,-1.0,0.5343511450381679,-0.024703973072068286,0.4122137404580153,0.03426098455250348,0.33232186492752797,-0.01207085816905229,0.22206754794728628,-0.018119318145644714,94.0,0.0,37.0,4.0,0.48936170212765956,0.0,0.6486486486486487,-0.10892710892710888,6.0,0.0,0.7130966670345931,0.011668806996494752,4.278580002207558,0.07001284197896851,6.0,0.0,0.7130966670345931,0.011668806996494752,-65.19370302536512,-41.05280432808874
entry,entry_ttl_2h,Shorten pending structure-stop TTL.,58.20371493445444,False,,False,136.69428636425732,119.58382499999631,-13.426109999999781,0.672739067606892,-0.008159582547893396,84.09238345086149,-2.381745118796246,125.0,-2.0,2.261371867976745,-0.03618194988762813,1.996122717593722,-0.08614298206073423,2.306705738232219,-0.03700977289526142,15.508518064187518,1.8281416375567385,0.3398667447808935,0.001917271788143493,2.9450066386214635,-0.016125288777651736,0.9376853728380142,0.005665010238142587,0.24,0.0037795275590551125,0.336,0.005291338582677163,0.072,0.001133858267716531,69.0,-2.0,0.552,-0.00705511811023618,0.376,-0.0019527559055118049,0.34994382765856547,0.0055511045619852095,0.2453541114298828,0.0051672453369518145,94.0,0.0,31.0,-2.0,0.48936170212765956,0.0,0.7419354838709677,-0.01564027370478982,6.0,0.0,0.7013480799219648,-7.978011613352098e-05,4.2080884795317886,-0.00047868069680134795,6.0,0.0,0.7013480799219648,-7.978011613352098e-05,-6.9899880909106855,-17.10503283294335
entry,entry_ttl_6h,Lengthen pending structure-stop TTL modestly.,63.37867281179918,False,,False,144.7179038361419,124.26932499999765,-8.74060999999844,0.66866412438039,-0.012234525774395322,84.92034379630954,-1.5537847733481982,127.0,0.0,2.2975538178643733,0.0,2.0392922253544095,-0.04297347430004672,2.3195713568534093,-0.024144154274071017,13.679696969064443,-0.0006794575663366942,0.3380337515573274,8.427856457737803e-05,2.935579084814879,-0.0255528425842364,0.9313969434504877,-0.0006234191493839081,0.23622047244094488,0.0,0.33070866141732286,0.0,0.07086614173228346,0.0,71.0,0.0,0.5590551181102362,0.0,0.3779527559055118,0.0,0.3479933866965565,0.0036006635999762393,0.23766698086804178,-0.002519885224889218,94.0,0.0,33.0,0.0,0.48936170212765956,0.0,0.7575757575757576,0.0,6.0,0.0,0.7013882485592188,-3.9611478879542084e-05,4.208329491355313,-0.00023766887327703046,6.0,0.0,0.7013882485592188,-3.9611478879542084e-05,-1.8150302135659473,-9.081415361058788
