option,name,split,data_mode,daily_filter,note,total_trades,net_return_pct,avg_r,win_rate,dollar_profit_factor,max_dd_pct,avg_mfe_r,excellent_trades,excellent_rate,low_mfe_loss_rate,right_then_lost_rate,top5_winner_share,qqq_trades,qqq_pnl_dollars,qqq_avg_r,qqq_win_rate,qqq_excellent_rate,qqq_avg_mfe_r,qqq_low_mfe_loss_rate,gld_trades,gld_pnl_dollars,gld_avg_r,gld_win_rate,gld_excellent_rate,gld_avg_mfe_r,gld_low_mfe_loss_rate
baseline,current_round7,train,current,,Current 4h/1h/15m round-7 config.,123.0,132.72208499999834,0.6814279217992009,0.6016260162601627,2.1238396931200114,13.680092384418167,2.949066833051359,70.0,0.5691056910569106,0.3252032520325203,0.07317073170731707,0.35575127412138774,32,59611.54500000059,0.6586016918850924,0.78125,0.78125,2.017681403869391,0.21875,91,73110.53999999764,0.6894547279228435,0.5384615384615384,0.4945054945054945,3.276586983972491,0.3626373626373626
baseline,current_round7,oos,current,,Current 4h/1h/15m round-7 config.,10.0,10.997740000000295,0.6610659176816842,0.7,3.2781392477695532,3.461484110083319,2.360626381704263,6.0,0.6,0.2,0.1,0.9099974069168629,1,305.0700000000222,0.16819578516427353,1.0,0.0,1.9269325565366606,0.0,9,10692.669999999993,0.7158292657391743,0.6666666666666666,0.6666666666666666,2.408814584500664,0.2222222222222222
option1,pb30_same_params,train,pb30,,"4h trend, 30m pullback, original durations.",163.0,37.507999999999306,0.04713521786176985,0.4785276073619632,1.28200502959593,13.070025340162058,1.9670497764028592,76.0,0.4662576687116564,0.44785276073619634,0.0736196319018405,0.21119931598316366,34,38470.28999999993,0.6015981962927114,0.7058823529411765,0.7058823529411765,1.9946174305251791,0.2647058823529412,129,-962.2900000013797,-0.09900231133708298,0.4186046511627907,0.40310077519379844,1.959783883068294,0.49612403100775193
option1,pb30_same_params,oos,pb30,,"4h trend, 30m pullback, original durations.",15.0,7.982270000000004,0.36306656130008147,0.5333333333333333,1.4565369452408876,17.64407046340509,2.698108068385134,6.0,0.4,0.4666666666666667,0.0,0.8856399486235652,4,14633.950000000008,1.7441999399931067,1.0,0.5,5.123240059781766,0.0,11,-6651.679999999782,-0.1391637582246549,0.36363636363636365,0.36363636363636365,1.8162418896954504,0.6363636363636364
option1,pb30_scaled_duration,train,pb30,,30m pullback with duration scaled to roughly current 1h span.,66.0,83.45078500000072,0.4164467670413861,0.6515151515151515,2.7232014241418256,10.842358737567597,2.469955011586967,40.0,0.6060606060606061,0.3181818181818182,0.030303030303030304,0.3611154040057883,18,26394.08500000007,0.519680908404615,0.7777777777777778,0.7777777777777778,1.6535269175188658,0.2222222222222222,48,57056.69999999922,0.3777339640301752,0.6041666666666666,0.5416666666666666,2.7761155468625045,0.3541666666666667
option1,pb30_scaled_duration,oos,pb30,,30m pullback with duration scaled to roughly current 1h span.,6.0,9.711169999999955,1.0455907435090055,0.8333333333333334,5.823412836381379,2.4880211824455265,2.462819699023491,5.0,0.8333333333333334,0.16666666666666666,0.0,0.9999999999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,6,9711.170000000007,1.0455907435090055,0.8333333333333334,0.8333333333333334,2.462819699023491,0.16666666666666666
option1,pb30_quality,train,pb30,,30m pullback with control/value quality filter.,40.0,21.444169999999342,-0.06177839909193439,0.525,1.5935997258456693,10.882332966953145,2.064382121942292,21.0,0.525,0.425,0.05,0.5379762497902197,17,20941.66000000002,0.5034712391690994,0.7647058823529411,0.7647058823529411,1.684285913735115,0.23529411764705882,23,502.5099999995391,-0.4795716099805249,0.34782608695652173,0.34782608695652173,2.345322797573683,0.5652173913043478
option1,pb30_quality,oos,pb30,,30m pullback with control/value quality filter.,1.0,2.616509999999878,1.9312802380585996,1.0,2616.5099999999766,0.7127249999999767,2.946001185913228,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2616.5099999999766,1.9312802380585996,1.0,1.0,2.946001185913228,0.0
option1,pb30_loose_confirm,train,pb30,,30m pullback with shorter duration and single confirmation.,39.0,9.561919999999722,-0.6275577829457999,0.5128205128205128,1.2697628622976127,9.961487934401779,1.7020817628227047,20.0,0.5128205128205128,0.46153846153846156,0.02564102564102564,0.510837156353811,5,6310.030000000026,0.4578615685915944,0.8,0.8,1.3129080837100842,0.2,34,3251.889999999403,-0.787178275818946,0.47058823529411764,0.47058823529411764,1.7593131862216196,0.5
option1,pb30_loose_confirm,oos,pb30,,30m pullback with shorter duration and single confirmation.,3.0,0.6281999999999971,0.324669095422724,0.6666666666666666,1.2526056745802197,3.6759588477005085,1.5501052528902306,2.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,628.2000000000583,0.324669095422724,0.6666666666666666,0.6666666666666666,1.5501052528902306,0.3333333333333333
option2,daily_sma20,train,current,sma20,,13.0,40.688809999999705,1.469161238512,0.8461538461538461,24.862305369029265,2.2236131690838326,3.7432631436320665,11.0,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.7399520890913319,6,16098.660000000142,1.1777062342630102,1.0,1.0,2.573361365767183,0.0,7,24590.149999999943,1.7189798135825636,0.7142857142857143,0.7142857142857143,4.74603609608768,0.14285714285714285
option2,daily_sma20,oos,current,sma20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
option2,daily_sma50,train,current,sma50,,28.0,42.16558999999982,0.8593827868802139,0.75,3.969280192893082,7.462133266244128,2.874203248271846,21.0,0.75,0.25,0.0,0.5285382092158966,10,10307.69000000023,0.5308044437114167,0.7,0.7,2.3086429425632753,0.3,18,31857.89999999949,1.041926310862879,0.7777777777777778,0.7777777777777778,3.1884034181099405,0.2222222222222222
option2,daily_sma50,oos,current,sma50,,2.0,4.858230000000054,1.499245896231614,1.0,4858.229999999996,1.9979402023132837,2.6820789942101793,2.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,4858.229999999996,1.499245896231614,1.0,1.0,2.6820789942101793,0.0
option2,daily_sma20_50,train,current,sma20_50,,7.0,26.650384999999982,2.056287588410448,1.0,26650.38500000005,2.225975533813808,4.868126653160378,7.0,1.0,0.0,0.0,0.927504855552726,4,9252.075000000124,1.1748864362583107,1.0,1.0,2.959856457879017,0.0,3,17398.30999999992,3.2314891246132986,1.0,1.0,7.412486913535524,0.0
option2,daily_sma20_50,oos,current,sma20_50,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
option2,daily_ret20_sma20,train,current,ret20_sma20,,8.0,29.312775000000258,1.6770213317495954,0.875,60.651556776554685,2.2245091378349855,4.168902464060926,7.0,0.875,0.0,0.125,0.9185794080526447,5,13436.955000000113,1.0755697007417857,1.0,1.0,2.200674678570973,0.0,3,15875.819999999856,2.679440716762612,0.6666666666666666,0.6666666666666666,7.449282106544182,0.0
option2,daily_ret20_sma20,oos,current,ret20_sma20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
