split,symbol,direction,entry_time_utc,exit_time_utc,entry_date_et,entry_hour_et,entry_weekday_et,month,entry_type,entry_model,grade,score,exit_reason,qty,addon_qty,entry_price,exit_price,initial_stop,bars_held_15m,pnl_dollars,r_multiple,mfe_r,mae_r,excellent,never_worked,low_mfe_loss,right_then_lost,capture_ratio
train,QQQ,LONG,2022-06-24T14:00:00+00:00,2022-06-24T14:30:00+00:00,2022-06-24,10,4,2022-06,classic_38_62,structure_stop,valid,14.0,STOP,1933,0,291.07,291.61,289.4544493588361,2,2485.730000000018,0.7959788418464845,1.2936765624965572,0.0,True,False,False,False,0.6152842719129055
train,QQQ,LONG,2022-06-24T18:45:00+00:00,2022-06-27T12:00:00+00:00,2022-06-24,14,4,2022-06,classic_38_62,structure_stop,valid,13.0,STOP,3287,0,292.45,295.64,291.4725601189192,261,8519.419999999987,2.6516748532959062,5.473482414165843,0.1432313155108673,True,False,False,False,0.48445845855522324
train,QQQ,LONG,2022-09-09T16:30:00+00:00,2022-09-09T18:45:00+00:00,2022-09-09,12,4,2022-09,classic_38_62,structure_stop,valid,11.0,STOP,1722,0,305.88,306.3,304.6063670122642,9,1742.3200000000438,0.7944205607352959,1.130623981842627,0.07066399886514466,True,False,False,False,0.7026390502000446
train,QQQ,LONG,2022-09-09T19:00:00+00:00,2022-09-12T12:00:00+00:00,2022-09-09,15,4,2022-09,classic_38_62,structure_stop,valid,10.0,STOP,2252,0,306.77,307.8,305.7863670122642,260,3298.260000000047,1.4889613224709337,2.9177549307352715,0.17282868927696024,True,False,False,False,0.5103106182038794
train,QQQ,LONG,2023-03-03T16:45:00+00:00,2023-03-06T09:45:00+00:00,2023-03-03,11,4,2023-03,classic_38_62,structure_stop,valid,14.0,STOP,2886,0,297.54,299.64,296.24177423937516,260,4515.759999999923,1.205269878452615,2.2184123034300285,0.12324512796835438,True,False,False,False,0.5433029183029099
train,QQQ,LONG,2023-08-28T14:15:00+00:00,2023-08-28T14:45:00+00:00,2023-08-28,10,0,2023-08,classic_38_62,structure_stop,valid,12.0,STOP,1748,0,366.39,365.11,365.1338797088972,2,-2254.919999999952,-1.0269717073573057,0.46173921726146666,1.4011396937588272,False,True,True,False,0.0
train,QQQ,LONG,2023-08-28T19:45:00+00:00,2023-08-29T20:00:00+00:00,2023-08-28,15,0,2023-08,classic_38_62,structure_stop,valid,13.0,STOP,2465,0,366.89,373.21,365.5232311582617,97,6888.770000000021,2.0447004458239553,6.028817564731842,0.6950699862251426,True,False,False,False,0.3391544733058948
train,QQQ,LONG,2023-10-05T16:00:00+00:00,2023-10-05T20:00:00+00:00,2023-10-05,12,3,2023-10,classic_38_62,structure_stop,valid,12.0,STOP,1458,0,357.41,357.92,355.88232541271475,16,2117.5600000000004,0.9507084335516158,1.4859185450180465,0.6284060807125067,True,False,False,False,0.6398119444293425
train,QQQ,LONG,2023-11-02T14:15:00+00:00,2023-11-02T20:30:00+00:00,2023-11-02,10,3,2023-11,classic_38_62,structure_stop,valid,12.0,STOP,1170,0,361.84000000000003,362.49,359.9243920356733,25,1633.3199999999604,0.7287503633294851,1.059715786216956,0.2766745648743968,True,False,False,False,0.6876847290640321
train,QQQ,LONG,2024-02-22T17:30:00+00:00,2024-02-22T21:15:00+00:00,2024-02-22,12,3,2024-02,classic_38_62,structure_stop,a_plus,14.0,STOP,2539,0,436.86,437.26,435.62495427306413,15,2465.1200000000144,0.7861263018191643,1.8298917608556884,0.17813105636650575,True,False,False,False,0.429602623846756
train,QQQ,LONG,2024-04-26T16:30:00+00:00,2024-04-26T17:30:00+00:00,2024-04-26,12,4,2024-04,classic_38_62,structure_stop,valid,13.0,STOP,2862,0,431.41,431.68,430.5017838870408,4,744.119999999948,0.2862754759468302,1.2552078560746358,0.0,True,False,False,False,0.22807017543858332
train,QQQ,LONG,2024-09-12T15:00:00+00:00,2024-09-12T18:45:00+00:00,2024-09-12,11,3,2024-09,shallow_23_38,structure_stop,valid,12.0,STOP,656,0,470.92,471.79,468.3215077903633,15,1399.5399999999997,0.8210319484657891,1.2006963070465313,0.9928834846731076,True,False,False,False,0.6837965134459026
train,QQQ,LONG,2024-12-24T16:00:00+00:00,2024-12-26T09:00:00+00:00,2024-12-24,11,1,2024-12,classic_38_62,structure_stop,a_plus,15.0,STOP,2695,0,528.28,529.6800000000001,527.0245658133092,164,4292.990000000176,1.2688408628248704,1.6488319514831955,0.44606081779250106,True,False,False,False,0.7695392254398596
train,QQQ,LONG,2025-01-06T15:00:00+00:00,2025-01-06T18:00:00+00:00,2025-01-06,10,0,2025-01,classic_38_62,structure_stop,valid,14.0,STOP,2304,0,526.8,524.76,524.7932384361043,12,-4723.199999999917,-1.0215463744583322,0.5581131411674911,1.2906366389497772,False,False,True,False,0.0
